talent,job,label
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['sales-manager', 'sales-engineer', 'key-account-manager', 'customer-success-manager', 'business-development-manager'],junior,48000,apprenticeship)","Job({'German': Language(German,C2,True)},['sales-manager', 'presales-manager'],[None, 'junior'],54000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'Russian': Language(Russian,C1,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'php-developer'],junior,60000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'Japanese': Language(Japanese,C2,False), 'Russian': Language(Russian,C2,False), 'Korean': Language(Korean,A1,False)},['backend-developer', 'database-administrator', 'data-engineer', 'business-analyst', 'consulting'],senior,63000,master)","Job({'German': Language(German,C2,True)},['data-scientist', 'data-engineer', 'data-analyst'],['midlevel', 'senior'],65000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,A2,False)},['backend-developer', 'full-stack-developer', 'mobile-developer', 'cto', 'tech-lead'],senior,90000,None)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,False)},['tech-lead', 'engineering-manager'],['midlevel', 'senior'],100000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'product-owner', 'consulting'],midlevel,70000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'java-developer'],midlevel,65000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,False)},['backend-developer', 'full-stack-developer'],['midlevel'],80000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'Russian': Language(Russian,C2,False)},['cloud-engineer', 'project-manager', 'security', 'consulting'],midlevel,67000,master)","Job({'German': Language(German,C2,True), 'English': Language(English,C1,False)},['consulting'],['midlevel', 'senior'],90000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['backend-developer', 'software-architect', 'devops-engineer', 'cloud-engineer', 'security'],junior,55000,master)","Job({'German': Language(German,C2,True)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'c-net-developer', 'java-developer'],['junior', 'midlevel'],50000,apprenticeship)",True
"Talent({'English': Language(English,C1,False), 'German': Language(German,C2,False), 'Spanish': Language(Spanish,A2,False)},['backend-developer', 'full-stack-developer', 'mobile-developer', 'software-architect', 'cloud-engineer'],junior,70000,master)","Job({'German': Language(German,C1,True)},['full-stack-developer', 'java-developer'],[None, 'junior', 'midlevel', 'senior'],82000,bachelor)",True
"Talent({'English': Language(English,C1,False), 'German': Language(German,C2,False)},['frontend-developer', 'backend-developer', 'c-net-developer', 'c-c-developer'],midlevel,65000,master)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'French': Language(French,A2,False)},['network-engineer', 'system-engineer', 'system-administrator', 'security', 'consulting'],senior,90000,bachelor)","Job({'German': Language(German,C2,True), 'English': Language(English,C1,False)},['consulting'],['midlevel', 'senior'],90000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False), 'Spanish': Language(Spanish,A1,False)},['sales-manager', 'sales-engineer'],junior,50000,bachelor)","Job({'German': Language(German,C2,True), 'English': Language(English,C1,False)},['sales-manager', 'business-development-manager'],['junior'],65000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'French': Language(French,A2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'java-developer', 'mobile-developer'],junior,60000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,B2,False), 'English': Language(English,B2,False), 'Persian': Language(Persian,C2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'php-developer'],midlevel,30000,master)","Job({'German': Language(German,B2,True), 'English': Language(English,B2,False)},['full-stack-developer'],['midlevel'],90000,apprenticeship)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['full-stack-developer', 'java-developer', 'online-marketing-manager', 'performance-marketing-manager', 'social-media-marketing-manager'],midlevel,60000,apprenticeship)","Job({'German': Language(German,B1,True), 'English': Language(English,B1,True)},['frontend-developer', 'backend-developer', 'full-stack-developer'],['midlevel', 'senior'],75000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['project-manager', 'consulting', 'key-account-manager', 'presales-manager', 'sales-manager'],midlevel,70000,bachelor)","Job({'German': Language(German,C2,True)},['consulting'],['midlevel', 'senior'],75000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'Spanish': Language(Spanish,A2,False), 'French': Language(French,B2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer'],midlevel,25000,None)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'php-developer'],junior,52000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'English': Language(English,C1,False), 'German': Language(German,C2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'java-developer', 'php-developer'],junior,44000,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'French': Language(French,B1,False)},['frontend-developer', 'full-stack-developer', 'php-developer', 'mobile-developer'],senior,48000,master)","Job({'German': Language(German,C1,False), 'English': Language(English,C1,True)},['php-developer'],['midlevel', 'senior'],65000,None)",True
"Talent({'English': Language(English,C1,False), 'German': Language(German,C1,False), 'Russian': Language(Russian,A2,False)},['backend-developer', 'php-developer'],senior,65000,None)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['php-developer'],['midlevel', 'senior'],80000,None)",True
"Talent({'German': Language(German,C1,False), 'English': Language(English,B2,False), 'Serbian': Language(Serbian,C2,False), 'Croatian': Language(Croatian,C2,False)},['frontend-developer', 'backend-developer', 'full-stack-developer', 'mobile-developer'],junior,50000,apprenticeship)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['ui-ux-designer', 'cpo-or-head-of-product', 'frontend-developer'],midlevel,58000,None)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['midlevel'],70000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'Spanish': Language(Spanish,A1,False)},['product-manager', 'product-owner', 'sales-manager', 'key-account-manager'],midlevel,70000,master)","Job({'German': Language(German,C1,True)},['sales-manager'],['junior', 'midlevel', 'senior'],75000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,B2,False)},['frontend-developer'],midlevel,65000,None)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'German': Language(German,C1,False), 'English': Language(English,C1,False)},['frontend-developer', 'ui-ux-designer'],junior,45000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['frontend-developer'],['junior', 'midlevel'],70000,None)",True
"Talent({'Chinese': Language(Chinese,A2,False), 'German': Language(German,C2,False), 'English': Language(English,C2,False), 'French': Language(French,A2,False)},['backend-developer', 'full-stack-developer', 'mobile-developer', 'software-architect', 'consulting'],midlevel,48000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,B2,True)},['consulting'],['junior', 'midlevel'],55000,apprenticeship)",True
"Talent({'English': Language(English,C2,False), 'French': Language(French,A2,False), 'German': Language(German,C2,False), 'Spanish': Language(Spanish,B2,False)},['sales-team-lead', 'marketing-team-lead', 'consulting', 'sales-manager', 'content-marketing-manager'],senior,90000,master)","Job({'German': Language(German,C2,True), 'English': Language(English,B2,False)},['sales-manager'],['senior'],80000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False)},['mobile-developer'],midlevel,70000,bachelor)","Job({'German': Language(German,C1,True), 'English': Language(English,C1,True)},['mobile-developer'],['midlevel', 'senior'],77000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['product-manager', 'product-owner', 'security', 'consulting'],senior,80000,bachelor)","Job({'German': Language(German,C2,True), 'English': Language(English,C1,False)},['consulting'],['midlevel', 'senior'],90000,bachelor)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False), 'French': Language(French,A2,False)},['sales-manager', 'sales-engineer', 'key-account-manager', 'customer-success-manager', 'business-development-manager'],midlevel,85000,master)","Job({'German': Language(German,C1,True)},['sales-manager'],['junior', 'midlevel', 'senior'],75000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C1,False)},['frontend-developer', 'php-developer', 'data-scientist', 'data-analyst', 'social-media-marketing-manager'],senior,36000,apprenticeship)","Job({'German': Language(German,B1,True), 'English': Language(English,B1,True)},['frontend-developer', 'backend-developer', 'full-stack-developer'],['midlevel', 'senior'],75000,None)",True
"Talent({'German': Language(German,C2,False), 'English': Language(English,C2,False), 'Polish': Language(Polish,C2,False), 'French': Language(French,A2,False), 'Spanish': Language(Spanish,A1,False)},['sales-manager', 'key-account-manager', 'customer-success-manager', 'business-development-manager', 'cso-or-head-of-sales'],senior,49000,None)","Job({'German': Language(German,C1,True)},['sales-manager'],['junior', 'midlevel', 'senior'],75000,None)",True
